0,0000 0,0000 0,0000 0,0000 5,0000 0,0000 273,0000 0,0000 294,0000 0,0000 29,0000 0,0000
0,0000 0,0000 0,0000 0,0000 0,0000 81,0000 0,0000 391,0000 0,0000 125,0000 0,0000 3,0000
