0,0000 0,0000 0,0000 0,0000 0,0617 0,0000 0,3745 0,0000 0,0448 0,0000 0,0005 0,0000
0,0000 0,0000 0,0000 0,0000 0,0000 0,3333 0,0000 0,1788 0,0000 0,0064 0,0000 0,0000
